City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
450,Lyubim,RU,58.3625,40.6843,41.02,84,98,9.82,light rain
451,Ahipara,NZ,-35.1667,173.1667,61.75,61,9,3.94,clear sky
452,Kutum,SD,14.2,24.6667,74.21,21,5,9.1,clear sky
453,Lima,PE,-12.0432,-77.0282,66.2,82,20,9.22,few clouds
454,Butembo,CD,0.15,29.2833,56.01,96,100,2.51,light rain
455,Ust-Tsilma,RU,65.441,52.1498,33.67,62,100,14.63,overcast clouds
456,Bowen,AU,-20.0167,148.2333,80.6,61,25,13.8,scattered clouds
457,Katherine,AU,-14.4667,132.2667,89.6,33,40,17.27,scattered clouds
458,Leh,IN,34.1667,77.5833,45.41,37,62,1.43,broken clouds
459,Camocim,BR,-2.9022,-40.8411,75.06,87,89,4.23,overcast clouds
460,Tacuarembo,UY,-31.7333,-55.9833,62.58,72,9,4.63,clear sky
461,Abdulino,RU,53.7,53.6667,53.4,58,53,5.59,broken clouds
462,Osa,RU,57.2829,55.4567,47.08,56,0,4.52,clear sky
463,Saint-Ambroise,CA,48.5501,-71.3324,36.0,60,75,16.11,broken clouds
464,Kyabe,TD,9.4515,18.9449,79.86,58,83,3.71,broken clouds
465,Arona,ES,28.0996,-16.681,64.0,55,20,8.05,few clouds
466,Erdaojiang,CN,41.7764,126.0319,61.9,34,48,15.41,scattered clouds
467,Hovd,MN,48.0056,91.6419,40.8,21,0,1.66,clear sky
468,Acapetahua,MX,15.2833,-92.7,75.2,100,20,3.13,few clouds
469,Moree,AU,-29.4667,149.85,77.0,36,0,6.91,clear sky
470,North Bend,US,43.4065,-124.2243,53.6,82,1,11.5,clear sky
471,Namibe,AO,-15.1961,12.1522,74.8,66,2,3.56,clear sky
472,Denpasar,ID,-8.65,115.2167,86.0,74,20,13.8,few clouds
473,Ambilobe,MG,-13.2,49.05,73.9,91,9,2.53,clear sky
474,San Miguel,SV,13.4833,-88.1833,82.4,78,75,2.3,broken clouds
475,Kaduqli,SD,11.0167,29.7167,77.18,59,95,0.85,overcast clouds
476,Camana,PE,-16.6228,-72.7111,67.28,84,33,6.6,scattered clouds
477,Nueve De Julio,AR,-35.4444,-60.8831,66.0,63,94,6.55,overcast clouds
478,Pandan,PH,14.0453,124.1694,84.07,76,22,11.79,few clouds
479,Taunggyi,MM,20.7833,97.0333,80.38,41,0,3.96,clear sky
480,Agropoli,IT,40.3469,14.9966,53.01,89,88,1.99,overcast clouds
481,Chulman,RU,56.8479,124.9104,38.57,91,100,3.09,overcast clouds
482,Kyren,RU,51.6828,102.1408,39.9,74,95,1.52,overcast clouds
483,Tinskoy,RU,56.1525,96.9161,40.68,90,100,11.41,light rain
484,Makakilo City,US,21.3469,-158.0858,80.6,61,75,6.91,broken clouds
485,Nam Phong,TH,16.7023,102.8557,96.01,66,40,3.44,scattered clouds
486,Nikel,RU,69.4128,30.222,28.4,80,20,3.44,few clouds
487,Nizhniy Lomov,RU,53.5304,43.6766,55.69,83,98,14.43,overcast clouds
488,Pyapon,MM,16.2833,95.6833,94.17,43,0,2.24,clear sky
489,Olafsvik,IS,64.8945,-23.7142,35.56,60,0,10.85,clear sky
490,Majene,ID,-3.5403,118.9707,86.5,65,13,7.87,few clouds
491,Broceni,LV,56.7,22.5333,34.88,90,100,14.09,light snow
492,Alvorada,BR,-12.48,-49.1247,74.41,69,91,1.72,overcast clouds
493,Kawhia,NZ,-38.0651,174.8183,66.0,68,0,1.99,clear sky
494,Amapa,BR,1.0,-52.0,72.0,99,100,0.78,overcast clouds
495,Svetlogorsk,BY,52.6333,29.7333,42.53,78,95,20.51,overcast clouds
496,Lompoc,US,34.6391,-120.4579,51.8,87,1,12.66,haze
497,Dharmadam,IN,11.7833,75.4333,84.94,74,59,0.96,broken clouds
498,Pychas,RU,56.5033,52.4409,48.0,63,77,3.58,broken clouds
499,Mareeba,AU,-17.0,145.4333,84.99,61,28,14.97,scattered clouds
500,Westport,US,41.1415,-73.3579,59.0,77,40,4.09,scattered clouds
501,Jilikul,TJ,37.4917,68.5311,82.4,42,40,3.4,scattered clouds
502,Manggar,ID,-2.8833,108.2667,87.21,63,36,9.86,scattered clouds
503,San Jeronimo,PE,-11.9472,-75.2829,43.43,83,44,1.45,scattered clouds
504,Kloulklubed,PW,7.0419,134.2556,86.0,74,75,10.36,broken clouds
505,Inirida,CO,3.8653,-67.9239,70.75,96,99,2.06,overcast clouds
506,Yanam,IN,16.7333,82.2167,87.8,62,40,3.44,scattered clouds
507,Erkner,DE,52.4167,13.75,39.99,87,20,14.97,few clouds
508,Port Hedland,AU,-20.3167,118.5667,87.8,45,90,12.66,overcast clouds
509,Cabedelo,BR,-6.9811,-34.8339,75.2,94,0,8.05,clear sky
510,Aketi,CD,2.7388,23.7833,69.08,98,100,0.6,overcast clouds
511,Lashio,MM,22.9333,97.75,85.66,40,78,3.51,light rain
512,Marzuq,YE,14.4,46.4667,70.83,62,87,4.56,overcast clouds
513,Huicungo,PE,-7.2833,-76.8,72.86,81,70,1.23,broken clouds
514,Ouango,CF,4.3133,22.5552,68.4,95,99,0.6,overcast clouds
515,Pangnirtung,CA,66.1451,-65.7125,26.65,94,67,2.53,broken clouds
516,Puerto Morazan,NI,12.8504,-87.1717,79.59,74,4,2.19,clear sky
517,Saint-Augustin,CA,51.226,-58.6502,38.86,75,51,12.41,broken clouds
518,Sisimiut,GL,66.9395,-53.6735,36.68,59,0,4.76,clear sky
519,Verkhnevilyuysk,RU,63.4453,120.3167,36.61,98,100,4.23,overcast clouds
520,Roseburg,US,43.2165,-123.3417,62.6,42,20,5.75,few clouds
521,Lucapa,AO,-8.4192,20.7447,65.77,96,100,4.16,light rain
522,Puerto El Triunfo,SV,13.2833,-88.55,82.4,78,75,2.3,broken clouds
523,La Ronge,CA,55.1001,-105.2842,30.2,74,92,2.3,overcast clouds
524,Yar-Sale,RU,66.8333,70.8333,29.25,83,10,15.23,clear sky
525,Vila Velha,BR,-20.3297,-40.2925,69.8,94,75,5.75,broken clouds
526,Yasnyy,RU,51.0333,59.8742,61.59,36,27,11.74,scattered clouds
527,Turayf,SA,31.6725,38.6637,62.6,45,0,11.5,clear sky
528,Caohai,CN,26.8661,104.2841,72.28,36,6,3.04,clear sky
529,Brae,GB,60.3964,-1.353,37.4,87,40,2.3,scattered clouds
530,Casambalangan,PH,18.3765,122.1274,86.68,61,23,10.49,few clouds
531,Fomboni,KM,-12.28,43.7425,82.42,75,53,19.86,light rain
532,Pavagada,IN,14.1,77.2667,85.78,45,7,3.94,clear sky
533,Janauba,BR,-15.8025,-43.3089,65.68,75,90,8.16,overcast clouds
534,Port Hardy,CA,50.6996,-127.4199,50.0,76,90,4.61,overcast clouds
535,Karpathos,GR,35.507,27.2132,73.4,46,67,4.61,broken clouds
536,Kankaanpaa,FI,61.8,22.4167,30.99,86,0,3.98,clear sky
537,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,13.8,scattered clouds
538,At-Bashi,KG,41.1702,75.8106,60.58,35,27,0.89,scattered clouds
539,Bianzhuang,CN,34.8486,118.0447,64.99,90,100,3.0,light rain
540,Logan Lake,CA,50.4998,-120.8025,59.0,33,40,3.44,scattered clouds
541,Viedma,AR,-40.8135,-62.9967,57.25,41,97,8.5,overcast clouds
542,Atar,MR,20.5169,-13.0499,77.63,21,0,8.16,clear sky
543,Dawei,MM,14.0833,98.2,91.69,53,54,5.46,broken clouds
544,Nioki,CD,-2.7167,17.6833,70.48,98,100,2.04,moderate rain
545,Liepaja,LV,56.5419,21.0367,41.0,60,90,9.22,overcast clouds
546,Kedougou,SN,12.5579,-12.1743,87.08,28,96,7.25,overcast clouds
547,The Valley,AI,18.217,-63.0578,79.0,78,20,12.66,few clouds
548,Micheweni,TZ,-4.9667,39.8333,78.04,87,72,13.27,moderate rain
549,Rio Grande,BR,-32.035,-52.0986,63.0,93,5,8.39,light rain
550,Salinas,US,36.6777,-121.6555,55.4,71,75,8.05,broken clouds
551,Trairi,BR,-3.2778,-39.2689,73.89,90,100,2.91,light rain
552,Virden,US,39.5009,-89.7679,61.0,96,100,5.01,overcast clouds
553,Afrikanda,RU,67.4429,32.7828,28.99,100,33,2.68,scattered clouds
554,Touros,BR,-5.1989,-35.4608,75.2,94,40,3.44,scattered clouds
555,Cockburn Town,TC,21.4612,-71.1419,78.94,71,45,20.22,scattered clouds
556,Zelenoborskiy,RU,66.845,32.3622,28.99,100,8,1.79,clear sky
557,Asahikawa,JP,43.7678,142.3703,39.2,81,75,14.97,light rain
558,Bukama,CD,-9.2,25.85,66.36,92,90,0.94,overcast clouds
559,Tura,IN,25.5198,90.2201,85.8,48,99,4.56,overcast clouds
560,Owando,CG,-0.4819,15.8999,72.18,87,92,0.78,overcast clouds
561,Ust-Maya,RU,60.4167,134.5333,51.51,57,67,6.15,broken clouds
562,Tougue,GN,11.4667,-11.6,70.97,78,100,3.58,overcast clouds
563,Ngaoundere,CM,7.3167,13.5833,67.78,72,99,5.48,overcast clouds
564,Glenwood Springs,US,39.5505,-107.3248,46.0,93,99,6.91,heavy snow
565,Pakxe,LA,15.1167,105.7833,91.0,53,50,4.0,scattered clouds
566,Mattawa,US,46.7379,-119.9028,59.0,47,40,3.44,scattered clouds
567,Serramanna,IT,39.4244,8.9244,55.99,87,40,8.05,scattered clouds
568,Stromness,GB,58.965,-3.296,35.6,80,16,3.44,few clouds
569,Cullman,US,34.1748,-86.8436,68.0,77,40,13.8,scattered clouds
570,Zeya,RU,53.75,127.2667,59.41,29,94,5.12,overcast clouds
571,Salalah,OM,17.0151,54.0924,84.2,84,75,6.91,broken clouds
572,Nuuk,GL,64.1835,-51.7216,42.8,42,0,17.27,clear sky
573,Liku,ID,-0.7275,119.8922,85.55,71,28,3.0,scattered clouds
574,Bima,ID,-8.4667,118.7167,86.45,63,32,3.87,scattered clouds
575,Barcelona,ES,41.3888,2.159,55.0,76,20,8.05,few clouds
576,Kidal,ML,18.4411,1.4078,86.88,6,0,7.83,clear sky
577,Baherden,TM,38.4362,57.4316,71.91,40,99,11.61,overcast clouds
578,Finschhafen,PG,-6.6024,147.8681,85.05,67,74,6.06,broken clouds
579,Zhangjiakou,CN,40.81,114.8794,69.06,28,35,3.09,scattered clouds
580,Fraserburgh,GB,57.6874,-2.0184,39.99,77,94,3.42,overcast clouds
581,Wageningen,NL,51.9667,5.6667,39.99,93,90,3.44,overcast clouds
582,Hede,CN,33.7681,120.2517,68.2,58,100,18.39,overcast clouds
583,Vardo,NO,70.3705,31.1107,28.4,59,0,3.44,clear sky
584,Khowst,AF,33.3833,69.8833,76.86,32,14,1.12,few clouds
585,Fairbanks,US,64.8378,-147.7164,53.6,30,75,16.11,broken clouds
586,Knysna,ZA,-34.0363,23.0471,66.2,42,0,3.44,clear sky
587,Lodwar,KE,3.1191,35.5973,80.53,61,100,9.17,moderate rain
588,Vestmannaeyjar,IS,63.4427,-20.2734,35.46,66,31,6.31,scattered clouds
589,Akyab,MM,20.15,92.9,87.85,57,0,4.18,clear sky
590,Nagar Karnul,IN,16.4821,78.3247,89.78,36,2,7.85,clear sky
591,Akdepe,TM,42.0551,59.3788,66.2,32,0,6.91,clear sky
592,Issia,CI,6.4922,-6.5856,73.02,98,100,2.68,overcast clouds
593,Salto Del Guaira,PY,-24.0625,-54.3069,69.46,65,1,6.42,clear sky
594,Araouane,ML,18.9048,-3.5265,84.72,34,33,14.61,scattered clouds
595,Vanimo,PG,-2.6741,141.3028,83.12,78,76,5.17,broken clouds
596,Yakeshi,CN,49.2833,120.7333,65.08,25,99,23.38,overcast clouds
597,Priiskovyy,RU,51.9333,116.6333,46.63,78,100,11.63,light rain
598,El Tocuyo,VE,9.7873,-69.7937,82.4,100,100,8.05,overcast clouds
599,Saint-Georges,GD,12.0564,-61.7485,78.8,83,20,10.85,few clouds
600,Half Moon Bay,US,37.4636,-122.4286,55.99,87,1,13.8,mist
601,Hirara,JP,24.8,125.2833,78.8,61,75,13.8,broken clouds
602,Suoyarvi,RU,62.0833,32.35,34.34,48,99,7.09,overcast clouds
603,Houma,US,29.5958,-90.7195,75.2,94,90,11.5,overcast clouds
604,Boguchany,RU,58.3814,97.4531,40.93,81,100,8.88,overcast clouds
605,Oxford,GB,51.7522,-1.256,44.01,87,75,5.75,broken clouds
606,Ayan,RU,56.45,138.1667,34.36,64,27,7.56,scattered clouds
607,Saint Albans,GB,51.75,-0.3333,42.8,87,100,3.44,overcast clouds
608,Bilma,NE,18.6853,12.9164,81.05,9,0,8.48,clear sky
609,Gizo,SB,-8.103,156.8419,83.66,70,83,2.98,light rain
610,Henties Bay,NA,-22.116,14.2845,73.99,39,46,8.01,scattered clouds
611,Ayorou,NE,14.7308,0.9174,86.81,9,34,9.75,scattered clouds
612,Sheridan,US,44.8333,-106.9173,42.8,81,90,13.8,overcast clouds
613,Voyvozh,RU,62.892,54.9635,34.92,37,0,12.46,clear sky
614,Urucara,BR,-2.5364,-57.76,73.76,97,100,1.54,overcast clouds
615,Ocos,GT,14.5094,-92.1933,75.2,100,20,3.02,few clouds
616,Tokmak,UA,47.2514,35.7058,58.55,68,84,11.54,broken clouds
617,Guilin,CN,25.2819,110.2864,78.8,78,90,13.42,overcast clouds
618,Jiazi,CN,22.8779,116.067,73.02,84,100,15.61,light rain
619,Kitgum,UG,3.2783,32.8867,64.87,96,100,1.7,overcast clouds
620,Lerici,IT,44.0759,9.9112,57.0,77,41,5.77,scattered clouds
621,Jadu,LY,31.953,12.0261,56.57,76,76,3.22,broken clouds
622,Auka,HN,14.9333,-83.8333,75.25,81,1,5.97,clear sky
623,Qaqortoq,GL,60.7167,-46.0333,41.0,22,40,48.34,light snow
624,Ust-Karsk,RU,52.7011,118.8077,44.28,91,100,7.07,light rain
625,Buin,CL,-33.7333,-70.75,55.99,67,0,6.91,clear sky
626,Moa,CU,20.6569,-74.9403,76.53,82,85,11.65,overcast clouds
627,Alterosa,BR,-21.2492,-46.1431,53.62,88,0,1.19,clear sky
628,Marivan,IR,35.5219,46.176,58.69,61,8,5.86,clear sky
629,Bam,IR,29.106,58.357,74.3,38,73,2.01,broken clouds
630,Jinka,ET,5.65,36.65,61.61,89,100,1.3,overcast clouds
631,Sumisip,PH,6.4197,121.9714,84.2,79,40,5.75,scattered clouds
632,Puerto Escondido,MX,15.85,-97.0667,80.6,74,40,8.57,scattered clouds
633,Cervo,ES,43.6702,-7.4101,52.0,73,11,1.01,few clouds
634,Tignere,CM,7.3667,12.65,69.42,61,99,3.49,overcast clouds
635,Parabel,RU,58.6978,81.4825,53.33,73,100,11.56,overcast clouds
636,Santa Ana,US,33.7456,-117.8678,62.6,72,20,6.91,few clouds
637,Taoudenni,ML,22.6783,-3.9836,84.69,40,96,8.61,overcast clouds
638,Umm Kaddadah,SD,13.6017,26.6876,77.72,25,3,5.14,clear sky
639,Kutno,PL,52.2306,19.3641,39.0,94,99,1.99,overcast clouds
640,Port Keats,AU,-14.25,129.55,91.94,32,1,9.33,clear sky
641,Aguas Vermelhas,BR,-15.7472,-41.46,60.03,97,100,2.8,overcast clouds
642,Oriximina,BR,-1.7656,-55.8661,74.05,95,100,2.57,overcast clouds
643,Coahuayana,MX,18.7333,-103.6833,70.09,68,0,1.92,clear sky
644,Tuscaloosa,US,33.2098,-87.5692,72.0,83,75,12.66,broken clouds
645,Jiamusi,CN,46.8333,130.35,66.27,25,91,1.48,overcast clouds
646,Mezen,RU,65.8522,44.24,33.55,53,4,11.7,clear sky
647,Dosso,NE,13.049,3.1937,85.41,27,45,7.76,scattered clouds
648,Dunedin,NZ,-45.8742,170.5036,58.73,57,65,8.41,broken clouds
649,Rivera,UY,-30.9053,-55.5508,63.41,68,14,5.95,few clouds
650,Uyo,NG,5.0333,7.9266,76.5,94,100,5.01,overcast clouds
651,Surgut,RU,61.25,73.4167,42.8,42,0,8.95,clear sky
652,Mayumba,GA,-3.432,10.6554,77.72,90,100,5.1,light rain
653,Mukhen,RU,48.1,136.1,49.21,46,95,10.74,overcast clouds
654,Greymouth,NZ,-42.4667,171.2,56.07,68,15,2.73,few clouds
655,Wanning,CN,18.8003,110.3967,85.46,61,93,11.65,overcast clouds
656,Pochutla,MX,15.7432,-96.4661,80.01,83,60,5.01,broken clouds
657,Grand-Santi,GF,4.25,-54.3833,72.86,99,100,2.64,moderate rain
658,Ouadda,CF,8.0777,22.4007,72.09,73,100,3.27,overcast clouds
659,Udachnyy,RU,66.4167,112.4,33.66,100,100,5.55,light snow
660,Bara,NG,10.3744,10.7288,81.41,60,100,11.27,overcast clouds
661,Taian,CN,36.1853,117.12,66.06,42,100,10.22,light rain
662,Sakaiminato,JP,35.55,133.2333,69.8,49,20,23.02,few clouds
663,Nahrin,AF,36.0649,69.1334,72.32,54,90,1.88,overcast clouds
664,Moirang,IN,24.5,93.7667,69.8,94,75,2.3,broken clouds
665,Manuk Mangkaw,PH,4.8,119.85,83.01,70,18,2.73,few clouds
666,Quatre Cocos,MU,-20.2078,57.7625,81.0,94,40,6.91,scattered clouds
667,Camacha,PT,33.0833,-16.3333,57.2,82,20,1.14,few clouds
668,Navirai,BR,-23.065,-54.1906,67.78,61,3,5.88,clear sky
669,Manawar,IN,22.2333,75.0833,94.66,25,49,9.19,scattered clouds
670,Halifax,CA,44.6453,-63.5724,46.99,76,11,6.91,few clouds
671,Dormidontovka,RU,47.7702,134.9076,55.09,36,33,10.25,scattered clouds
672,Kirensk,RU,57.7853,108.1119,38.52,95,100,3.67,light rain
673,Santa Cruz,BO,-17.8,-63.1667,71.6,83,5,8.05,clear sky
674,Ambon,ID,-3.6954,128.1814,86.0,70,40,2.3,scattered clouds
675,Minab,IR,27.1467,57.0801,82.4,69,20,6.91,few clouds
676,Mbini,GQ,1.574,9.6134,77.0,100,40,3.44,moderate rain
677,Sarangani,PH,5.4033,125.4636,82.9,74,78,22.73,broken clouds
